Facility_ID,Year,Infections_Reported,Infections_Predicted,Central_line_Days,State,HAI,Facility_Name,County,Hospital_Category_RiskAdjustment,Facility_Type,Comparison,Met_2020_Goal,Months,Notes,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,rate_per_1000,SIR_filled
240000003,2022,1.0,2.08,2599.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Chino Valley Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",Same,Yes,12.0,,0.02,2.37,0.38476337052712584,0.4807692307692307
240000003,2023,2.0,1.33,1925.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Chino Valley Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",Same,No,12.0,,0.25,4.96,1.0389610389610389,1.5037593984962405
240000005,2021,0.0,0.02,60.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Mammoth Hospital,Mono,Critical Access Hospital,Critical Access,,,12.0,,,,0.0,0.0
240000005,2022,0.0,0.01,32.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Mammoth Hospital,Mono,Critical Access Hospital,Critical Access,,,12.0,,,,0.0,0.0
240000005,2023,0.0,0.01,41.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Mammoth Hospital,Mono,Critical Access Hospital,Critical Access,,,12.0,,,,0.0,0.0
240000009,2021,2.0,1.28,1847.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Montclair Hospital Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",Same,No,12.0,,0.26,5.15,1.0828370330265296,1.5625
240000009,2022,1.0,0.96,1353.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Montclair Hospital Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",Same,No,12.0,¥ See Data Dictionary,0.03,5.82,0.7390983000739099,1.0416666666666667
240000009,2023,0.0,0.92,1302.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Montclair Hospital Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",Same,Yes,12.0,¥ See Data Dictionary,0.0,4.03,0.0,0.0
240000014,2021,1.0,0.6,812.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Hi-Desert Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",Same,No,12.0,¥ See Data Dictionary,0.04,9.24,1.2315270935960592,1.6666666666666667
240000014,2022,0.0,0.63,854.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Hi-Desert Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",Same,Yes,12.0,¥ See Data Dictionary,0.0,5.82,0.0,0.0
240000014,2023,1.0,0.59,799.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Hi-Desert Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",Same,No,12.0,¥ See Data Dictionary,0.04,9.52,1.2515644555694618,1.6949152542372883
240000024,2021,19.0,21.28,19317.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Kaiser Foundation Hospital, Fontana",San Bernardino,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.55,1.37,0.9835895843039808,0.8928571428571428
240000024,2022,14.0,19.4,17060.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kaiser Foundation Hospital Fontana,San Bernardino,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.41,1.18,0.82063305978898,0.7216494845360826
240000024,2023,5.0,14.97,13697.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kaiser Foundation Hospital Fontana,San Bernardino,Acute Care Hospital,Major Teaching,Better,Yes,12.0,,0.12,0.74,0.3650434401693802,0.334001336005344
240000025,2021,1.0,3.66,4600.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Loma Linda University Medical Center East Campus Hospital,San Bernardino,Acute Care Hospital,Major Teaching,Same,Yes,12.0,¥ See Data Dictionary,0.0,1.03,0.2173913043478261,0.27322404371584696
240000025,2022,1.0,3.66,4746.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Loma Linda University Medical Center East Campus Hospital,San Bernardino,Acute Care Hospital,Major Teaching,Same,Yes,12.0,¥ See Data Dictionary,0.02,1.8,0.21070375052675938,0.27322404371584696
240000025,2023,0.0,3.45,4235.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Loma Linda University Medical Center East Campus Hospital,San Bernardino,Acute Care Hospital,Major Teaching,Same,Yes,12.0,¥ See Data Dictionary,0.0,1.01,0.0,0.0
240000027,2021,14.0,29.89,27921.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Loma Linda University Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,Better,Yes,12.0,,0.27,0.77,0.5014147057770137,0.46838407494145196
240000027,2022,9.0,30.1,27977.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Loma Linda University Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,Better,Yes,12.0,,0.15,0.55,0.3216928191014047,0.2990033222591362
240000027,2023,11.0,31.21,29120.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Loma Linda University Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,Better,Yes,12.0,,0.19,0.61,0.37774725274725274,0.3524511374559436
240000034,2021,0.0,0.0,0.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Colorado River Medical Center,San Bernardino,Critical Access Hospital,Critical Access,,,7.0,"Incomplete Reporter, Interpret with Caution",,,,
240000034,2022,0.0,0.0,1.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Colorado River Medical Center,San Bernardino,Critical Access Hospital,Critical Access,,,11.0,"Incomplete Reporter, Interpret with Caution",,,0.0,
240000034,2023,0.0,0.01,32.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Colorado River Medical Center,San Bernardino,Critical Access Hospital,Critical Access,,,12.0,,,,0.0,0.0
240000037,2021,0.0,0.03,106.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,,,12.0,,,,0.0,0.0
240000037,2022,0.0,0.03,110.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,,,12.0,,,,0.0,0.0
240000037,2023,0.0,0.03,126.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,,,12.0,,,,0.0,0.0
240000040,2021,5.0,21.56,11971.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Kindred Hospital, Ontario",San Bernardino,Long-Term Acute Care Hospital,Long-Term Acute Care,Better,Yes,12.0,,0.09,0.51,0.4176760504552669,0.2319109461966605
240000040,2022,33.0,18.99,10725.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kindred Hospital Ontario,San Bernardino,Long-Term Acute Care Hospital,Long-Term Acute Care,Worse,No,12.0,,1.22,2.41,3.076923076923077,1.7377567140600318
240000040,2023,23.0,19.72,10879.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kindred Hospital Ontario,San Bernardino,Long-Term Acute Care Hospital,Long-Term Acute Care,Same,No,12.0,,0.76,1.72,2.1141649048625792,1.1663286004056796
240000046,2021,4.0,5.28,6550.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Redlands Community Hospital,San Bernardino,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.24,1.83,0.6106870229007634,0.7575757575757576
240000046,2022,3.0,5.02,6310.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Redlands Community Hospital,San Bernardino,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.15,1.63,0.4754358161648178,0.5976095617529881
240000046,2023,4.0,5.77,7315.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Redlands Community Hospital,San Bernardino,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.22,1.67,0.5468215994531783,0.6932409012131716
240000052,2021,0.0,0.03,123.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Mountains Community Hospital,San Bernardino,Critical Access Hospital,Critical Access,,,12.0,,,,0.0,0.0
240000052,2022,0.0,0.01,40.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Mountains Community Hospital,San Bernardino,Critical Access Hospital,Critical Access,,,12.0,,,,0.0,0.0
240000052,2023,0.0,0.0,11.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Mountains Community Hospital,San Bernardino,Critical Access Hospital,Critical Access,,,12.0,,,,0.0,
240000053,2021,18.0,16.35,20376.0,California,Central Line-Associated Bloodstream Infection (CLABSI),San Antonio Regional Hospital,San Bernardino,Acute Care Hospital,"Community, >250 Beds",Same,No,12.0,,0.67,1.71,0.8833922261484098,1.1009174311926604
240000053,2022,9.0,14.05,17443.0,California,Central Line-Associated Bloodstream Infection (CLABSI),San Antonio Regional Hospital,San Bernardino,Acute Care Hospital,"Community, >250 Beds",Same,No,12.0,,0.31,1.18,0.5159662902023735,0.6405693950177935
240000053,2023,11.0,13.23,16495.0,California,Central Line-Associated Bloodstream Infection (CLABSI),San Antonio Regional Hospital,San Bernardino,Acute Care Hospital,"Community, >250 Beds",Same,No,12.0,,0.44,1.45,0.6668687481054866,0.8314436885865457
240000054,2021,2.0,1.7,2420.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Victor Valley Global Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",Same,No,12.0,,0.2,3.88,0.8264462809917356,1.1764705882352942
240000054,2022,4.0,1.28,1847.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Victor Valley Global Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",Same,No,12.0,,0.99,7.53,2.165674066053059,3.125
240000054,2023,3.0,1.45,2067.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Victor Valley Global Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",Same,No,12.0,,0.53,5.61,1.4513788098693758,2.0689655172413794
240000082,2021,12.0,4.06,5092.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Community Hospital of San Bernardino,San Bernardino,Acute Care Hospital,"Community, >250 Beds",Worse,No,12.0,,1.6,5.02,2.356637863315004,2.9556650246305423
240000082,2022,2.0,3.45,4420.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Community Hospital Of San Bernardino,San Bernardino,Acute Care Hospital,"Community, >250 Beds",Same,No,12.0,,0.1,1.92,0.45248868778280543,0.5797101449275363
240000082,2023,1.0,2.15,2721.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Community Hospital of San Bernardino,San Bernardino,Acute Care Hospital,"Community, >250 Beds",Same,Yes,12.0,,0.02,2.3,0.3675119441381845,0.46511627906976744
240000100,2021,21.0,18.62,15174.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Arrowhead Regional Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.72,1.7,1.383946223803875,1.1278195488721805
240000100,2022,8.0,17.82,14870.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Arrowhead Regional Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,Better,Yes,12.0,,0.21,0.85,0.5379959650302623,0.4489337822671156
240000100,2023,12.0,15.93,13907.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Arrowhead Regional Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.41,1.28,0.8628748112461351,0.7532956685499058
240000102,2021,0.0,0.0,0.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Southern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,,,0.0,"Incomplete Reporter, Interpret with Caution",,,,
240000102,2022,0.0,0.0,0.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Southern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,,,0.0,"Incomplete Reporter, Interpret with Caution",,,,
240000102,2023,0.0,0.0,0.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Southern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,,,0.0,"Incomplete Reporter, Interpret with Caution",,,,
240000103,2021,12.0,17.78,16938.0,California,Central Line-Associated Bloodstream Infection (CLABSI),St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.37,1.15,0.7084661707403471,0.6749156355455568
240000103,2022,6.0,15.2,14437.0,California,Central Line-Associated Bloodstream Infection (CLABSI),St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,Better,Yes,12.0,,0.16,0.82,0.41559880861674864,0.39473684210526316
240000103,2023,2.0,11.52,12155.0,California,Central Line-Associated Bloodstream Infection (CLABSI),St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,"Community, >250 Beds",Better,Yes,12.0,,0.03,0.57,0.16454134101192924,0.1736111111111111
240000104,2021,16.0,12.17,13488.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Providence St. Mary Medical Center, Apple Valley",San Bernardino,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.78,2.09,1.1862396204033216,1.314708299096138
240000104,2022,14.0,11.65,12974.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Providence St. Mary Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.68,1.97,1.0790812394018807,1.2017167381974247
240000104,2023,17.0,11.39,12677.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Providence St. Mary Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.9,2.34,1.3410112802713576,1.4925373134328357
240001218,2021,0.0,0.28,747.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Ballard Rehabilitation Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,Same,Yes,12.0,¥ See Data Dictionary,0.0,13.33,0.0,0.0
240001218,2022,0.0,0.44,755.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Ballard Rehabilitation Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,Same,Yes,12.0,¥ See Data Dictionary,0.0,8.45,0.0,0.0
240001218,2023,0.0,0.63,1082.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Ballard Rehabilitation Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,Same,Yes,12.0,¥ See Data Dictionary,0.0,5.9,0.0,0.0
240001330,2021,1.0,5.97,8547.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Desert Valley Hospital,San Bernardino,Acute Care Hospital,"Community, 125-250 Beds",Better,Yes,12.0,,0.01,0.83,0.117000117000117,0.16750418760469013
240001330,2022,2.0,4.65,6798.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Desert Valley Hospital,San Bernardino,Acute Care Hospital,"Community, 125-250 Beds",Same,Yes,12.0,,0.07,1.42,0.2942041776993233,0.4301075268817204
240001330,2023,3.0,5.54,7937.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Desert Valley Hospital,San Bernardino,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.14,1.47,0.37797656545294195,0.5415162454873647
240001515,2021,23.0,14.1,7005.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Kindred Hospital, Rancho",San Bernardino,Long-Term Acute Care Hospital,Long-Term Acute Care,Worse,No,12.0,,1.06,2.41,3.283369022127052,1.6312056737588654
240001515,2022,29.0,8.86,4816.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kindred Hospital Rancho,San Bernardino,Long-Term Acute Care Hospital,Long-Term Acute Care,Worse,No,12.0,,2.24,4.64,6.0215946843853825,3.27313769751693
240001515,2023,26.0,12.85,6633.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kindred Hospital Rancho,San Bernardino,Long-Term Acute Care Hospital,Long-Term Acute Care,Worse,No,12.0,,1.35,2.92,3.9197949645710843,2.0233463035019454
250000004,2021,8.0,7.53,4963.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Kindred Hospital, Riverside",Riverside,Long-Term Acute Care Hospital,Long-Term Acute Care,Same,No,12.0,,0.49,2.02,1.611928269192021,1.0624169986719787
250000004,2022,15.0,8.32,5517.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kindred Hospital Riverside,Riverside,Long-Term Acute Care Hospital,Long-Term Acute Care,Worse,No,12.0,,1.05,2.91,2.7188689505165855,1.8028846153846154
250000004,2023,17.0,7.71,5181.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kindred Hospital Riverside,Riverside,Long-Term Acute Care Hospital,Long-Term Acute Care,Worse,No,12.0,,1.33,3.46,3.281219841729396,2.204928664072633
250000006,2021,3.0,1.66,2554.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Corona Regional Medical Center,Riverside,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.46,4.91,1.1746280344557558,1.8072289156626506
250000006,2022,3.0,1.63,2581.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Corona Regional Medical Center,Riverside,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.47,5.01,1.162340178225494,1.8404907975460123
250000006,2023,1.0,1.73,2133.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Corona Regional Medical Center,Riverside,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.03,2.84,0.46882325363338023,0.5780346820809249
250000008,2021,18.0,11.45,10384.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Desert Regional Medical Center,Riverside,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.96,2.44,1.7334360554699537,1.572052401746725
250000008,2022,17.0,11.5,10446.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Desert Regional Medical Center,Riverside,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.89,2.32,1.6274171931839938,1.4782608695652173
250000008,2023,10.0,10.94,9810.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Desert Regional Medical Center,Riverside,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.46,1.63,1.0193679918450562,0.9140767824497258
250000011,2021,15.0,14.05,13812.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Eisenhower Medical Center,Riverside,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.62,1.72,1.0860121633362294,1.0676156583629892
250000011,2022,12.0,18.03,17869.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Eisenhower Medical Center,Riverside,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.36,1.13,0.6715540880855112,0.6655574043261231
250000011,2023,12.0,17.41,17275.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Eisenhower Medical Center,Riverside,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.37,1.17,0.694645441389291,0.6892590465249856
250000012,2021,1.0,6.02,5637.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Hemet Global Medical Center,Riverside,Acute Care Hospital,Major Teaching,Better,Yes,12.0,,0.01,0.82,0.17739932588256163,0.16611295681063123
250000012,2022,5.0,6.57,6124.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Hemet Global Medical Center,Riverside,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.28,1.69,0.8164598301763554,0.76103500761035
250000012,2023,1.0,5.54,5192.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Hemet Global Medical Center,Riverside,Acute Care Hospital,Major Teaching,Better,Yes,12.0,,0.01,0.89,0.1926040061633282,0.18050541516245489
250000017,2021,3.0,1.65,2285.0,California,Central Line-Associated Bloodstream Infection (CLABSI),John F. Kennedy Memorial Hospital,Riverside,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.46,4.93,1.312910284463895,1.8181818181818183
250000017,2022,0.0,1.33,1841.0,California,Central Line-Associated Bloodstream Infection (CLABSI),John F. Kennedy Memorial Hospital,Riverside,Acute Care Hospital,"Community, 125-250 Beds",Same,Yes,12.0,,0.0,2.26,0.0,0.0
250000017,2023,0.0,1.21,1679.0,California,Central Line-Associated Bloodstream Infection (CLABSI),John F. Kennedy Memorial Hospital,Riverside,Acute Care Hospital,"Community, 125-250 Beds",Same,Yes,12.0,,0.0,2.48,0.0,0.0
250000042,2021,0.0,0.0,0.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Palo Verde Hospital,Riverside,Acute Care Hospital,"Community, <125 Beds",,,12.0,,,,,
250000042,2022,0.0,0.01,10.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Palo Verde Hospital,Riverside,Acute Care Hospital,"Community, <125 Beds",,,12.0,,,,0.0,0.0
250000042,2023,0.0,0.01,9.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Palo Verde Hospital,Riverside,Acute Care Hospital,"Community, <125 Beds",,,12.0,,,,0.0,0.0
250000044,2021,3.0,1.68,2350.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Doctors Hospital of Riverside,Riverside,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.46,4.87,1.276595744680851,1.7857142857142858
250000044,2022,1.0,1.47,2014.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Doctors Hospital Of Riverside,Riverside,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.03,3.35,0.4965243296921549,0.6802721088435374
250000044,2023,2.0,1.19,1664.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Doctors Hospital of Riverside,Riverside,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.28,5.56,1.201923076923077,1.680672268907563
250000049,2021,42.0,22.3,20859.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Riverside Community Hospital,Riverside,Acute Care Hospital,Major Teaching,Worse,No,12.0,,1.38,2.52,2.013519344167985,1.8834080717488788
250000049,2022,38.0,24.07,22870.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Riverside Community Hospital,Riverside,Acute Care Hospital,Major Teaching,Worse,No,12.0,,1.13,2.15,1.6615653694796677,1.578728707935189
250000049,2023,24.0,23.71,22412.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Riverside Community Hospital,Riverside,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.66,1.48,1.0708548991611637,1.0122311261071277
250000050,2021,2.0,16.3,15320.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Riverside University Health System - Medical Center,Riverside,Acute Care Hospital,Major Teaching,Better,Yes,12.0,,0.02,0.41,0.13054830287206265,0.12269938650306748
250000050,2022,3.0,16.28,15539.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Riverside University Health System - Medical Center,Riverside,Acute Care Hospital,Major Teaching,Better,Yes,12.0,,0.05,0.5,0.19306261664199756,0.18427518427518427
250000050,2023,2.0,16.58,15804.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Riverside University Health System - Medical Center,Riverside,Acute Care Hospital,Major Teaching,Better,Yes,12.0,,0.02,0.4,0.12655024044545685,0.12062726176115804
250000101,2021,3.0,1.39,1747.0,California,Central Line-Associated Bloodstream Infection (CLABSI),San Gorgonio Memorial Hospital,Riverside,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.55,5.86,1.7172295363480252,2.1582733812949644
250000101,2022,6.0,1.09,1381.0,California,Central Line-Associated Bloodstream Infection (CLABSI),San Gorgonio Memorial Hospital,Riverside,Acute Care Hospital,Major Teaching,Worse,No,12.0,,2.22,11.4,4.344677769732078,5.504587155963303
250000101,2023,0.0,0.96,1194.0,California,Central Line-Associated Bloodstream Infection (CLABSI),San Gorgonio Memorial Hospital,Riverside,Acute Care Hospital,Major Teaching,Same,Yes,12.0,¥ See Data Dictionary,0.0,3.83,0.0,0.0
250000344,2021,2.0,3.49,4948.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Southwest Healthcare System, Wildomar",Riverside,Acute Care Hospital,"Community, <125 Beds",Same,No,12.0,,0.1,1.89,0.4042037186742118,0.5730659025787965
250000344,2022,0.0,3.29,4047.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Southwest Healthcare Inland Valley Hospital,Riverside,Acute Care Hospital,"Community, <125 Beds",Better,Yes,12.0,,0.0,0.91,0.0,0.0
250000344,2023,0.0,3.29,4088.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Southwest Healthcare Inland Valley Hospital,Riverside,Acute Care Hospital,"Community, <125 Beds",Better,Yes,12.0,,0.0,0.91,0.0,0.0
250000507,2021,1.0,2.18,3093.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Southwest Healthcare System, Murrieta",Riverside,Acute Care Hospital,"Community, 125-250 Beds",Same,Yes,12.0,,0.02,2.26,0.3233107015842225,0.4587155963302752
250000507,2022,0.0,1.69,2121.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Southwest Healthcare Rancho Springs Hospital,Riverside,Acute Care Hospital,"Community, <125 Beds",Same,Yes,12.0,,0.0,1.77,0.0,0.0
250000507,2023,0.0,1.48,1893.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Southwest Healthcare Rancho Springs Hospital,Riverside,Acute Care Hospital,"Community, <125 Beds",Same,Yes,12.0,,0.0,2.02,0.0,0.0
250000707,2021,8.0,11.95,11243.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Kaiser Foundation Hospital, Riverside",Riverside,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.31,1.27,0.7115538557324558,0.6694560669456068
250000707,2022,11.0,8.81,8382.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Kaiser Foundation Hospital, Riverside",Riverside,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.66,2.17,1.3123359580052494,1.2485811577752552
250000707,2023,11.0,6.75,6540.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kaiser Foundation Hospital Riverside,Riverside,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.86,2.83,1.6819571865443426,1.6296296296296295
250000727,2021,0.0,0.38,617.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Menifee Global Medical Center,Riverside,Acute Care Hospital,"Community, <125 Beds",Same,Yes,12.0,¥ See Data Dictionary,0.0,9.8,0.0,0.0
250000727,2022,0.0,0.48,777.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Menifee Global Medical Center,Riverside,Acute Care Hospital,"Community, <125 Beds",Same,Yes,12.0,¥ See Data Dictionary,0.0,7.67,0.0,0.0
250000727,2023,1.0,0.33,533.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Menifee Global Medical Center,Riverside,Acute Care Hospital,"Community, <125 Beds",Same,No,12.0,¥ See Data Dictionary,0.08,16.65,1.876172607879925,3.0303030303030303
30000037,2021,8.0,3.22,4005.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Methodist Hospital of Sacramento,Sacramento,Acute Care Hospital,"Community, 125-250 Beds",Worse,No,12.0,,1.15,4.72,1.9975031210986267,2.484472049689441
30000037,2022,6.0,2.5,3167.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Methodist Hospital Of Sacramento,Sacramento,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.97,4.99,1.8945374171139882,2.4
30000037,2023,3.0,2.47,3354.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Methodist Hospital of Sacramento,Sacramento,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.31,3.3,0.8944543828264758,1.214574898785425
30000108,2021,3.0,1.1,1734.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Sutter Amador Hospital,Amador,Acute Care Hospital,"Community, <125 Beds",Same,No,12.0,,0.7,7.44,1.7301038062283738,2.727272727272727
30000108,2022,1.0,0.81,1303.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Sutter Amador Hospital,Amador,Acute Care Hospital,"Community, <125 Beds",Same,No,12.0,¥ See Data Dictionary,0.03,6.87,0.7674597083653109,1.2345679012345678
